,TrialNum,Subject,CorResp,accuracy,Resp,RT,Diapo,Age_year,Gender,paper_number
314,675,1012,Image5,1.0,Image5,2320.0,13,21,female,21
315,676,1013,Image6,1.0,Image6,2685.0,43,18,male,32
316,677,1013,Image5,1.0,Image5,3877.0,30,18,male,26
317,678,1013,Image2,1.0,Image2,4128.0,25,18,male,17
318,679,1013,Image1,1.0,Image1,2407.0,11,18,male,10
319,680,1013,Image1,1.0,Image1,1628.0,12,18,male,15
320,681,1013,Image5,1.0,Image5,2261.0,8,18,male,8
321,682,1013,Image4,1.0,Image4,5671.0,44,18,male,30
322,683,1013,Image1,1.0,Image1,2351.0,18,18,male,34
323,684,1013,Image5,1.0,Image5,2441.0,40,18,male,12
324,685,1013,Image6,1.0,Image6,5118.0,36,18,male,39
325,686,1013,Image2,1.0,Image2,1092.0,5,18,male,4
326,687,1013,Image5,1.0,Image5,4959.0,13,18,male,21
327,688,1013,Image6,1.0,Image6,2474.0,16,18,male,31
328,689,1013,Image2,1.0,Image2,1293.0,10,18,male,7
329,690,1013,Image2,1.0,Image2,2343.0,41,18,male,27
330,691,1013,Image6,1.0,Image6,3697.0,38,18,male,29
331,692,1013,Image6,1.0,Image6,3067.0,14,18,male,13
332,693,1013,Image2,1.0,Image2,1082.0,17,18,male,22
333,694,1013,Image1,1.0,Image1,4212.0,19,18,male,36
334,695,1013,Image5,1.0,Image5,1561.0,6,18,male,5
335,696,1013,Image4,1.0,Image4,3945.0,27,18,male,42
336,697,1013,Image1,1.0,Image1,5020.0,35,18,male,43
339,700,1013,Image4,1.0,Image4,1027.0,3,18,male,6
340,701,1013,Image1,1.0,Image1,1383.0,4,18,male,3
341,702,1013,Image4,0.0,Image3,4188.0,21,18,male,37
342,703,1013,Image2,0.0,Image6,3958.0,33,18,male,41
343,704,1013,Image6,1.0,Image6,22616.0,34,18,male,45
344,705,1013,Image3,1.0,Image3,5352.0,37,18,male,11
345,706,1013,Image4,1.0,Image4,1412.0,7,18,male,9
346,707,1013,Image4,1.0,Image4,2501.0,23,18,male,19
347,708,1013,Image3,1.0,Image3,4452.0,45,18,male,33
348,709,1013,Image3,1.0,Image3,2559.0,42,18,male,28
349,710,1013,Image3,1.0,Image3,4856.0,26,18,male,16
350,711,1013,Image6,1.0,Image6,4263.0,32,18,male,44
351,712,1013,Image3,1.0,Image3,7573.0,28,18,male,24
352,713,1013,Image5,1.0,Image5,10014.0,22,18,male,35
353,714,1013,Image5,1.0,Image5,1892.0,15,18,male,14
354,715,1013,Image3,1.0,Image3,1935.0,20,18,male,20
355,716,1013,Image2,1.0,Image2,5533.0,31,18,male,38
356,717,1013,Image5,1.0,Image5,1889.0,9,18,male,23
357,718,1013,Image1,0.0,Image6,12963.0,39,18,male,40
358,719,1013,Image6,1.0,Image6,5019.0,29,18,male,25
359,720,1013,Image3,1.0,Image3,1680.0,24,18,male,18
360,721,1014,Image3,1.0,Image3,2651.0,28,21,female,24
361,722,1014,Image6,1.0,Image6,3923.0,14,21,female,13
362,723,1014,Image2,1.0,Image2,2051.0,5,21,female,4
363,724,1014,Image3,1.0,Image3,1425.0,37,21,female,11
364,725,1014,Image4,0.0,Image3,9949.0,44,21,female,30
365,726,1014,Image2,1.0,Image2,1583.0,17,21,female,22
366,727,1014,Image2,1.0,Image2,1941.0,41,21,female,27
367,728,1014,Image5,1.0,Image5,1922.0,40,21,female,12
368,729,1014,Image6,1.0,Image6,6289.0,29,21,female,25
369,730,1014,Image5,0.0,Image3,9210.0,22,21,female,35
370,731,1014,Image2,0.0,Image6,5079.0,33,21,female,41
371,732,1014,Image4,1.0,Image4,1487.0,7,21,female,9
372,733,1014,Image2,0.0,Image4,4741.0,25,21,female,17
373,734,1014,Image4,0.0,Image3,2840.0,21,21,female,37
374,735,1014,Image5,1.0,Image5,1233.0,15,21,female,14
375,736,1014,Image1,1.0,Image1,2246.0,12,21,female,15
376,737,1014,Image6,0.0,Image5,3051.0,38,21,female,29
377,738,1014,Image3,1.0,Image3,2929.0,45,21,female,33
378,739,1014,Image1,1.0,Image1,2526.0,18,21,female,34
379,740,1014,Image4,1.0,Image4,3043.0,23,21,female,19
380,741,1014,Image6,0.0,Image5,1592.0,43,21,female,32
381,742,1014,Image6,1.0,Image6,2655.0,32,21,female,44
384,745,1014,Image4,1.0,Image4,2445.0,3,21,female,6
385,746,1014,Image5,1.0,Image5,6069.0,13,21,female,21
386,747,1014,Image2,1.0,Image2,5614.0,31,21,female,38
387,748,1014,Image3,1.0,Image3,1622.0,24,21,female,18
388,749,1014,Image5,1.0,Image5,1512.0,8,21,female,8
389,750,1014,Image5,1.0,Image5,1813.0,30,21,female,26
390,751,1014,Image5,1.0,Image5,1145.0,6,21,female,5
391,752,1014,Image5,1.0,Image5,1232.0,9,21,female,23
392,753,1014,Image1,1.0,Image1,2896.0,35,21,female,43
393,754,1014,Image3,1.0,Image3,1677.0,26,21,female,16
394,755,1014,Image2,1.0,Image2,979.0,10,21,female,7
395,756,1014,Image1,1.0,Image1,2595.0,11,21,female,10
396,757,1014,Image3,0.0,Image1,4425.0,20,21,female,20
397,758,1014,Image1,1.0,Image1,3220.0,19,21,female,36
398,759,1014,Image4,0.0,Image1,1662.0,27,21,female,42
399,760,1014,Image6,1.0,Image6,3382.0,36,21,female,39
400,761,1014,Image3,1.0,Image3,2359.0,42,21,female,28
401,762,1014,Image6,1.0,Image6,1647.0,16,21,female,31
402,763,1014,Image1,0.0,Image5,6004.0,39,21,female,40
404,765,1014,Image6,0.0,Image4,3947.0,34,21,female,45
405,766,1016,Image3,0.0,Image1,3429.0,20,21,male,20
406,767,1016,Image2,1.0,Image2,6984.0,25,21,male,17
407,768,1016,Image6,1.0,Image6,7430.0,29,21,male,25
408,769,1016,Image5,1.0,Image5,2304.0,15,21,male,14
409,770,1016,Image1,1.0,Image1,4413.0,35,21,male,43
410,771,1016,Image2,1.0,Image2,2770.0,41,21,male,27
411,772,1016,Image6,1.0,Image6,2731.0,43,21,male,32
412,773,1016,Image4,1.0,Image4,4348.0,27,21,male,42
413,774,1016,Image1,1.0,Image1,5986.0,19,21,male,36
414,775,1016,Image6,0.0,Image3,8755.0,32,21,male,44
415,776,1016,Image4,0.0,Image2,7828.0,44,21,male,30
416,777,1016,Image5,1.0,Image5,1977.0,8,21,male,8
417,778,1016,Image2,1.0,Image2,5347.0,31,21,male,38
418,779,1016,Image1,1.0,Image1,6394.0,18,21,male,34
419,780,1016,Image5,1.0,Image5,1912.0,6,21,male,5
420,781,1016,Image4,1.0,Image4,2601.0,7,21,male,9
421,782,1016,Image1,1.0,Image1,3556.0,11,21,male,10
422,783,1016,Image2,1.0,Image2,1243.0,5,21,male,4
423,784,1016,Image1,1.0,Image1,7716.0,12,21,male,15
424,785,1016,Image4,1.0,Image4,4575.0,23,21,male,19
425,786,1016,Image3,1.0,Image3,4167.0,37,21,male,11
428,789,1016,Image4,1.0,Image4,4675.0,3,21,male,6
429,790,1016,Image6,1.0,Image6,6883.0,16,21,male,31
430,791,1016,Image1,1.0,Image1,2233.0,4,21,male,3
431,792,1016,Image6,0.0,Image4,11987.0,34,21,male,45
432,793,1016,Image5,1.0,Image5,12122.0,13,21,male,21
433,794,1016,Image1,0.0,Image3,9416.0,39,21,male,40
434,795,1016,Image3,0.0,Image4,9161.0,45,21,male,33
435,796,1016,Image3,1.0,Image3,8163.0,26,21,male,16
436,797,1016,Image4,0.0,Image3,13003.0,21,21,male,37
437,798,1016,Image5,0.0,Image4,2973.0,22,21,male,35
438,799,1016,Image6,1.0,Image6,3978.0,36,21,male,39
439,800,1016,Image2,1.0,Image2,1613.0,10,21,male,7
440,801,1016,Image5,1.0,Image5,2679.0,9,21,male,23
441,802,1016,Image2,1.0,Image2,3554.0,17,21,male,22
442,803,1016,Image5,1.0,Image5,5351.0,30,21,male,26
443,804,1016,Image5,1.0,Image5,3592.0,40,21,male,12
444,805,1016,Image6,1.0,Image6,4024.0,14,21,male,13
445,806,1016,Image3,1.0,Image3,2843.0,42,21,male,28
446,807,1016,Image3,1.0,Image3,4684.0,24,21,male,18
447,808,1016,Image6,1.0,Image6,8132.0,38,21,male,29
448,809,1016,Image2,1.0,Image2,3843.0,33,21,male,41
449,810,1016,Image3,1.0,Image3,4012.0,28,21,male,24
451,902,1018,Image4,1.0,Image4,2471.0,3,23,male,6
452,903,1018,Image6,1.0,Image6,20172.0,34,23,male,45
453,904,1018,Image6,1.0,Image6,5151.0,32,23,male,44
454,905,1018,Image4,1.0,Image4,11297.0,21,23,male,37
455,906,1018,Image5,1.0,Image5,2012.0,40,23,male,12
457,908,1018,Image6,1.0,Image6,2609.0,43,23,male,32
458,909,1018,Image5,1.0,Image5,1589.0,8,23,male,8
459,910,1018,Image5,1.0,Image5,2652.0,9,23,male,23
460,911,1018,Image6,1.0,Image6,5048.0,36,23,male,39
461,912,1018,Image2,1.0,Image2,3770.0,41,23,male,27
462,913,1018,Image3,1.0,Image3,2483.0,42,23,male,28
463,914,1018,Image6,1.0,Image6,3181.0,16,23,male,31
464,915,1018,Image1,0.0,Image3,10600.0,39,23,male,40
465,916,1018,Image4,1.0,Image4,1892.0,7,23,male,9
466,917,1018,Image6,1.0,Image6,3670.0,29,23,male,25
467,918,1018,Image5,1.0,Image5,5394.0,13,23,male,21
468,919,1018,Image3,1.0,Image3,1729.0,37,23,male,11
469,920,1018,Image5,0.0,Image3,14294.0,22,23,male,35
470,921,1018,Image3,1.0,Image3,8761.0,26,23,male,16
471,922,1018,Image3,1.0,Image3,3970.0,45,23,male,33
472,923,1018,Image1,1.0,Image1,1853.0,18,23,male,34
473,924,1018,Image2,1.0,Image2,951.0,10,23,male,7
474,925,1018,Image4,1.0,Image4,2609.0,23,23,male,19
475,926,1018,Image3,1.0,Image3,1423.0,24,23,male,18
476,927,1018,Image5,1.0,Image5,2750.0,15,23,male,14
477,928,1018,Image3,1.0,Image3,2294.0,20,23,male,20
478,929,1018,Image2,1.0,Image2,3464.0,25,23,male,17
479,930,1018,Image4,1.0,Image4,3265.0,44,23,male,30
480,931,1018,Image1,1.0,Image1,7679.0,19,23,male,36
481,932,1018,Image1,1.0,Image1,3427.0,12,23,male,15
482,933,1018,Image6,1.0,Image6,5151.0,38,23,male,29
483,934,1018,Image2,1.0,Image2,3638.0,31,23,male,38
484,935,1018,Image5,1.0,Image5,2903.0,30,23,male,26
485,936,1018,Image2,1.0,Image2,5263.0,33,23,male,41
486,937,1018,Image1,1.0,Image1,1401.0,4,23,male,3
487,938,1018,Image2,1.0,Image2,1138.0,5,23,male,4
488,939,1018,Image6,1.0,Image6,2610.0,14,23,male,13
489,940,1018,Image3,1.0,Image3,3193.0,28,23,male,24
490,941,1018,Image2,1.0,Image2,2010.0,17,23,male,22
491,942,1018,Image1,1.0,Image1,5634.0,35,23,male,43
492,943,1018,Image1,1.0,Image1,2942.0,11,23,male,10
493,944,1018,Image4,1.0,Image4,4174.0,27,23,male,42
494,945,1018,Image5,1.0,Image5,1390.0,6,23,male,5
497,948,1019,Image6,1.0,Image6,2151.0,14,19,male,13
498,949,1019,Image5,1.0,Image5,5644.0,13,19,male,21
499,950,1019,Image5,1.0,Image5,2908.0,40,19,male,12
500,951,1019,Image6,0.0,Image3,13267.0,34,19,male,45
501,952,1019,Image6,1.0,Image6,6150.0,32,19,male,44
502,953,1019,Image1,1.0,Image1,1687.0,4,19,male,3
503,954,1019,Image6,1.0,Image6,2034.0,43,19,male,32
504,955,1019,Image5,1.0,Image5,3656.0,9,19,male,23
505,956,1019,Image2,1.0,Image2,3518.0,25,19,male,17
506,957,1019,Image4,1.0,Image4,1367.0,3,19,male,6
507,958,1019,Image5,1.0,Image5,2364.0,15,19,male,14
508,959,1019,Image3,1.0,Image3,2111.0,20,19,male,20
509,960,1019,Image5,1.0,Image5,1639.0,6,19,male,5
510,961,1019,Image3,1.0,Image3,1951.0,26,19,male,16
511,962,1019,Image4,1.0,Image4,1342.0,7,19,male,9
512,963,1019,Image5,1.0,Image5,2184.0,8,19,male,8
513,964,1019,Image1,1.0,Image1,12958.0,39,19,male,40
514,965,1019,Image4,0.0,Image5,4909.0,21,19,male,37
515,966,1019,Image6,1.0,Image6,8467.0,29,19,male,25
516,967,1019,Image6,1.0,Image6,4610.0,36,19,male,39
517,968,1019,Image3,1.0,Image3,1620.0,37,19,male,11
518,969,1019,Image5,1.0,Image5,5415.0,30,19,male,26
519,970,1019,Image5,0.0,Image4,6972.0,22,19,male,35
520,971,1019,Image1,1.0,Image1,6261.0,35,19,male,43
521,972,1019,Image3,1.0,Image3,10817.0,45,19,male,33
522,973,1019,Image3,1.0,Image3,11042.0,42,19,male,28
523,974,1019,Image2,1.0,Image2,1017.0,10,19,male,7
524,975,1019,Image4,1.0,Image4,4029.0,27,19,male,42
525,976,1019,Image3,1.0,Image3,6548.0,28,19,male,24
526,977,1019,Image4,1.0,Image4,2662.0,23,19,male,19
527,978,1019,Image2,1.0,Image2,3501.0,41,19,male,27
528,979,1019,Image1,1.0,Image1,2965.0,11,19,male,10
529,980,1019,Image6,0.0,Image3,8615.0,16,19,male,31
530,981,1019,Image1,1.0,Image1,3228.0,18,19,male,34
531,982,1019,Image2,1.0,Image2,1732.0,5,19,male,4
532,983,1019,Image1,1.0,Image1,6906.0,12,19,male,15
533,984,1019,Image6,1.0,Image6,23503.0,38,19,male,29
534,985,1019,Image2,1.0,Image2,5162.0,33,19,male,41
535,986,1019,Image2,1.0,Image2,4679.0,31,19,male,38
536,987,1019,Image1,0.0,Image5,2615.0,19,19,male,36
537,988,1019,Image2,1.0,Image2,1198.0,17,19,male,22
538,989,1019,Image4,0.0,Image6,14477.0,44,19,male,30
539,990,1019,Image3,1.0,Image3,3452.0,24,19,male,18
540,991,1020,Image5,0.0,Image3,14043.0,22,19,female,35
541,992,1020,Image6,0.0,Image2,10823.0,34,19,female,45
542,993,1020,Image5,1.0,Image5,3807.0,9,19,female,23
543,994,1020,Image4,1.0,Image4,8987.0,44,19,female,30
544,995,1020,Image4,1.0,Image4,4694.0,23,19,female,19
545,996,1020,Image1,0.0,Image2,9244.0,12,19,female,15
546,997,1020,Image6,0.0,Image3,21724.0,36,19,female,39
547,998,1020,Image3,1.0,Image3,4080.0,42,19,female,28
548,999,1020,Image6,0.0,Image2,16442.0,29,19,female,25
549,1000,1020,Image4,1.0,Image4,6024.0,27,19,female,42
550,1001,1020,Image2,1.0,Image2,1538.0,17,19,female,22
551,1002,1020,Image3,1.0,Image3,1668.0,37,19,female,11
552,1003,1020,Image1,1.0,Image1,5141.0,19,19,female,36
553,1004,1020,Image5,1.0,Image5,2680.0,6,19,female,5
554,1005,1020,Image1,1.0,Image1,3405.0,11,19,female,10
555,1006,1020,Image3,1.0,Image3,2325.0,24,19,female,18
556,1007,1020,Image3,1.0,Image3,5929.0,28,19,female,24
557,1008,1020,Image5,1.0,Image5,3926.0,40,19,female,12
558,1009,1020,Image2,1.0,Image2,1339.0,10,19,female,7
559,1010,1020,Image5,1.0,Image5,1934.0,8,19,female,8
560,1011,1020,Image6,1.0,Image6,15140.0,38,19,female,29
561,1012,1020,Image2,1.0,Image2,2704.0,25,19,female,17
562,1013,1020,Image3,1.0,Image3,5936.0,20,19,female,20
565,1016,1020,Image4,1.0,Image4,3564.0,3,19,female,6
566,1017,1020,Image5,1.0,Image5,5685.0,15,19,female,14
567,1018,1020,Image2,1.0,Image2,7196.0,31,19,female,38
568,1019,1020,Image4,1.0,Image4,6493.0,21,19,female,37
569,1020,1020,Image1,1.0,Image1,2308.0,4,19,female,3
570,1021,1020,Image5,0.0,Image3,16226.0,13,19,female,21
571,1022,1020,Image6,0.0,Image2,2564.0,16,19,female,31
572,1023,1020,Image5,1.0,Image5,3618.0,30,19,female,26
573,1024,1020,Image4,1.0,Image4,1830.0,7,19,female,9
574,1025,1020,Image1,1.0,Image1,14550.0,35,19,female,43
575,1026,1020,Image1,1.0,Image1,6307.0,18,19,female,34
576,1027,1020,Image6,1.0,Image6,8910.0,32,19,female,44
577,1028,1020,Image1,0.0,Image6,19208.0,39,19,female,40
578,1029,1020,Image3,1.0,Image3,6885.0,26,19,female,16
579,1030,1020,Image6,1.0,Image6,4305.0,43,19,female,32
580,1031,1020,Image2,1.0,Image2,2246.0,5,19,female,4
581,1032,1020,Image3,1.0,Image3,13526.0,45,19,female,33
582,1033,1020,Image2,0.0,Image5,1614.0,41,19,female,27
583,1034,1020,Image6,1.0,Image6,3746.0,14,19,female,13
584,1035,1020,Image2,1.0,Image2,8609.0,33,19,female,41
587,1038,1021,Image2,1.0,Image2,7936.0,25,21,female,17
588,1039,1021,Image5,1.0,Image5,3215.0,9,21,female,23
589,1040,1021,Image6,1.0,Image6,6113.0,16,21,female,31
590,1041,1021,Image4,1.0,Image4,4077.0,3,21,female,6
591,1042,1021,Image6,1.0,Image6,3984.0,36,21,female,39
592,1043,1021,Image6,1.0,Image6,3874.0,38,21,female,29
593,1044,1021,Image5,1.0,Image5,1883.0,15,21,female,14
594,1045,1021,Image2,0.0,Image1,4099.0,33,21,female,41
595,1046,1021,Image2,1.0,Image2,1181.0,10,21,female,7
596,1047,1021,Image1,1.0,Image1,1473.0,4,21,female,3
597,1048,1021,Image1,1.0,Image1,2710.0,19,21,female,36
598,1049,1021,Image2,1.0,Image2,1324.0,17,21,female,22
599,1050,1021,Image6,0.0,Image4,6141.0,34,21,female,45
600,1051,1021,Image5,1.0,Image5,5345.0,13,21,female,21
601,1052,1021,Image4,0.0,Image1,5108.0,27,21,female,42
602,1053,1021,Image5,0.0,Image1,6597.0,22,21,female,35
603,1054,1021,Image6,1.0,Image6,6032.0,32,21,female,44
604,1055,1021,Image6,0.0,Image2,3216.0,29,21,female,25
605,1056,1021,Image3,1.0,Image3,4826.0,20,21,female,20
606,1057,1021,Image1,1.0,Image1,2740.0,11,21,female,10
607,1058,1021,Image5,1.0,Image5,5399.0,30,21,female,26
608,1059,1021,Image3,1.0,Image3,3247.0,26,21,female,16
609,1060,1021,Image3,1.0,Image3,2496.0,42,21,female,28
610,1061,1021,Image1,1.0,Image1,3316.0,12,21,female,15
611,1062,1021,Image3,0.0,Image4,5414.0,28,21,female,24
612,1063,1021,Image2,1.0,Image2,5773.0,31,21,female,38
613,1064,1021,Image2,1.0,Image2,2097.0,5,21,female,4
614,1065,1021,Image6,1.0,Image6,2089.0,43,21,female,32
615,1066,1021,Image2,1.0,Image2,3790.0,41,21,female,27
616,1067,1021,Image3,1.0,Image3,2359.0,24,21,female,18
617,1068,1021,Image4,1.0,Image4,4779.0,21,21,female,37
618,1069,1021,Image4,1.0,Image4,2872.0,7,21,female,9
619,1070,1021,Image3,1.0,Image3,2421.0,37,21,female,11
620,1071,1021,Image1,0.0,Image2,6474.0,39,21,female,40
621,1072,1021,Image1,1.0,Image1,4225.0,35,21,female,43
622,1073,1021,Image5,1.0,Image5,2078.0,6,21,female,5
623,1074,1021,Image1,1.0,Image1,2766.0,18,21,female,34
624,1075,1021,Image6,1.0,Image6,3256.0,14,21,female,13
625,1076,1021,Image4,1.0,Image4,4069.0,44,21,female,30
626,1077,1021,Image4,0.0,Image3,3336.0,23,21,female,19
627,1078,1021,Image5,1.0,Image5,2886.0,40,21,female,12
628,1079,1021,Image5,1.0,Image5,1727.0,8,21,female,8
